Date;AveragePrice;TotalVolume;Income;type
08/12/2019;1.297435758;32888.58;42670.81972;organic
08/12/2019;1.213093363;79209.95;96089.06463;conventional
08/12/2019;1.74455892;4061.61;7085.717955;organic
08/12/2019;1.030636267;1573952.57;1622172.601;conventional
08/12/2019;0.77211354;95758.07;73936.10241;organic
08/12/2019;0.998156692;606535.16;605417.1289;conventional
08/12/2019;1.901895972;27416.34;52143.02661;organic
08/12/2019;1.510069025;62040.61;93685.60345;conventional
08/12/2019;2.094943185;2254.74;4723.552197;organic
08/12/2019;1.086035068;309424.61;336045.9774;conventional
08/12/2019;1.690048034;15190.15;25672.08314;organic
08/12/2019;1.136944826;226401.95;257406.5256;conventional
08/12/2019;1.690565885;10374.29;17538.42076;organic
08/12/2019;1.136024016;134431.32;152717.208;conventional
08/12/2019;1.838968393;6052.57;11130.48493;organic
08/12/2019;1.180992599;409829.89;484006.0669;conventional
08/12/2019;1.770259959;12495.67;22120.58426;organic
08/12/2019;1.160303808;362336.31;420420.2003;conventional
08/12/2019;1.740020294;26596.28;46278.06694;organic
08/12/2019;1.083990255;893587.87;968640.5431;conventional
08/12/2019;1.999964514;43446.81;86892.07825;organic
08/12/2019;1.326636059;500097.97;663448;conventional
08/12/2019;1.844284807;49065.59;90490.92218;organic
08/12/2019;1.020959387;351183.38;358543.9684;conventional
08/12/2019;1.76938453;12579.88;22258.64506;organic
08/12/2019;0.748596665;5314901.83;3978717.785;conventional
08/12/2019;1.505552859;80908.81;121812.4902;organic
08/12/2019;0.930500015;4082117.36;3798410.265;conventional
08/12/2019;1.503295997;122569.96;184258.9302;organic
08/12/2019;1.035296974;72440.2;74997.11986;conventional
08/12/2019;2.031887988;2681.15;5447.796479;organic
08/12/2019;1.142923436;144142.51;164743.8528;conventional
08/12/2019;2.161257107;4670.48;10094.10809;organic
08/12/2019;1.125967796;73066.38;82270.39085;conventional
08/12/2019;1.669200136;2496.25;4166.740839;organic
08/12/2019;0.885764728;483123.22;427933.5076;conventional
08/12/2019;1.1330058;12730.05;14423.22048;organic
08/12/2019;0.92658045;111688.76;103488.6215;conventional
08/12/2019;1.891868788;2560.21;4843.58139;organic
08/12/2019;0.997884519;32892627.04;32823043.31;conventional
08/12/2019;1.583436792;1206173.19;1909899.007;organic
08/12/2019;0.956465335;6103944.63;5838211.445;conventional
08/12/2019;1.684170471;217158.42;365731.7985;organic
08/12/2019;0.816288529;741029.79;604894.1172;conventional
08/12/2019;1.244210569;21028.32;26163.65799;organic
08/12/2019;0.894666464;87022.5;77856.11236;conventional
08/12/2019;1.953762513;1269.88;2481.04394;organic
15/12/2019;1.092785027;103030.79;112590.5046;conventional
15/12/2019;1.786853389;1877.16;3354.209708;organic
15/12/2019;1.01784049;552774.97;562636.7463;conventional
15/12/2019;2.295838012;14136.92;32456.07831;organic
15/12/2019;1.373603248;695865.18;955842.6714;conventional
15/12/2019;1.660057828;37645.26;62493.30855;organic
15/12/2019;0.89351845;223264.37;199490.8338;conventional
15/12/2019;1.364782737;4946.04;6750.270009;organic
15/12/2019;1.074220837;89158.61;95776.03666;conventional
15/12/2019;1.964736306;3185.92;6259.492692;organic
15/12/2019;1.269072788;538974.82;683998.2775;conventional
15/12/2019;1.968318826;15936.05;31367.22723;organic
15/12/2019;1.182157395;131065.64;154940.2156;conventional
15/12/2019;1.609651097;8826.23;14207.1508;organic
15/12/2019;1.227042086;4542176.13;5573441.274;conventional
15/12/2019;1.80669345;209398.81;378319.4585;organic
15/12/2019;1.171705396;216296.99;253436.3503;conventional
15/12/2019;1.700019238;11984.66;20374.15256;organic
15/12/2019;1.34518297;564004.39;758689.1004;conventional
15/12/2019;1.552062651;56146.17;87142.37345;organic
15/12/2019;1.094669274;211742.77;231788.3043;conventional
15/12/2019;1.972575403;9030.87;17814.07203;organic
15/12/2019;1.027517708;154958.54;159222.6439;conventional
15/12/2019;1.912834797;5147.16;9845.666754;organic
15/12/2019;0.763011332;1203406.25;918212.6057;conventional
15/12/2019;1.436448558;21797.85;31311.4902;organic
15/12/2019;1.028446487;783705.5;805999.1683;conventional
15/12/2019;1.519343089;29655.97;45057.59307;organic
15/12/2019;1.120693821;338491.45;379345.2765;conventional
15/12/2019;1.741114155;10321.81;17971.4495;organic
15/12/2019;1.412792859;130423.97;184262.0535;conventional
15/12/2019;1.464193933;3724.29;5453.082823;organic
15/12/2019;1.167353768;2703733.69;3156213.711;conventional
15/12/2019;1.689122663;124214.41;209813.375;organic
15/12/2019;1.169589392;227178.3;265705.3298;conventional
15/12/2019;1.439033408;10909.11;15698.57374;organic
15/12/2019;1.488252081;229235.38;341160.0313;conventional
15/12/2019;1.863860478;11800.13;21993.79594;organic
15/12/2019;0.866085175;954884.42;827011.24;conventional
15/12/2019;1.792407576;9794.13;17555.07281;organic
15/12/2019;1.050190495;175495.73;184303.9476;conventional
15/12/2019;1.787931294;4134.89;7392.899228;organic
15/12/2019;0.921582688;170042.4;156708.1321;conventional
15/12/2019;1.267473771;6030.09;7642.980912;organic
15/12/2019;1.055488338;278744.34;294211.4002;conventional
15/12/2019;1.792805218;9137.26;16381.32741;organic
15/12/2019;1.166300814;2132984.79;2487701.897;conventional
15/12/2019;1.799490624;83165.41;149655.3755;organic
15/12/2019;1.080463133;88008.85;95090.3178;conventional
15/12/2019;1.432638822;4157.62;5956.367819;organic
15/12/2019;0.935181012;783725.05;732924.7854;conventional
15/12/2019;1.415899732;22962.26;32512.25778;organic
15/12/2019;1.171231007;2629846.4;3080157.647;conventional
15/12/2019;1.589658664;144529.97;229753.319;organic
15/12/2019;0.971477886;208968.56;203008.3349;conventional
15/12/2019;1.933671492;7684.81;14859.89802;organic
15/12/2019;1.447516922;1193048.09;1726957.299;conventional
15/12/2019;1.534640463;103244.57;158443.2947;organic
15/12/2019;0.765836123;257335.05;197076.477;conventional
15/12/2019;1.100996527;6007.04;6613.730178;organic
15/12/2019;1.276914449;3877849.9;4951682.568;conventional
15/12/2019;1.628568023;219276.34;357106.4355;organic
15/12/2019;0.96021754;533314.72;512098.1485;conventional
15/12/2019;2.198711231;9543.67;20983.77441;organic
15/12/2019;0.903772962;430700.02;389255.0328;conventional
15/12/2019;1.25113305;15071.82;18856.85213;organic
15/12/2019;1.115359107;79074.36;88196.30756;conventional
15/12/2019;1.884433228;2550.32;4805.90775;organic
15/12/2019;1.287986513;385198.44;496130.3955;conventional
15/12/2019;1.50870164;29158.91;43992.09534;organic
15/12/2019;0.878524745;1019451.76;895613.5975;conventional
15/12/2019;1.28856992;33168.94;42740.49836;organic
15/12/2019;1.208307797;78132.4;94407.98812;conventional
15/12/2019;1.771378897;3537.62;6266.465414;organic
15/12/2019;1.072026474;1508932.85;1617615.963;conventional
15/12/2019;1.109332194;61117.82;67799.96535;organic
15/12/2019;1.12033546;537573.56;602262.7216;conventional
15/12/2019;1.933542478;24413.44;47204.42327;organic
15/12/2019;1.368071199;71386.97;97662.45764;conventional
15/12/2019;2.055847082;1738.89;3574.891932;organic
15/12/2019;1.148140143;282309.38;324130.7319;conventional
15/12/2019;1.611963579;16667.51;26867.41907;organic
15/12/2019;1.155573015;205524.51;237498.5777;conventional
15/12/2019;1.683734217;10640.7;17916.11068;organic
15/12/2019;1.108711167;123423.67;136841.2012;conventional
15/12/2019;1.988903425;5181.8;10306.09977;organic
15/12/2019;1.394191218;364284.91;507882.8224;conventional
15/12/2019;1.788668019;13320.75;23826.39951;organic
15/12/2019;1.155994172;367426.57;424742.9736;conventional
15/12/2019;1.726551017;22296.79;38496.54545;organic
15/12/2019;1.40176279;671043.78;940644.2013;conventional
15/12/2019;1.932448145;48525.48;93772.97381;organic
15/12/2019;1.299231512;520714.01;676528.0505;conventional
15/12/2019;2.166733314;35730.23;77417.87966;organic
15/12/2019;1.048348007;322662.5;338262.5888;conventional
15/12/2019;1.69212819;12911.6;21848.08234;organic
15/12/2019;0.806279222;4871343.46;3927663.015;conventional
15/12/2019;1.14787078;110319.29;126632.2895;organic
15/12/2019;0.937866496;3896331.72;3654238.977;conventional
15/12/2019;1.489210418;116823.59;173974.9073;organic
15/12/2019;1.031267058;69447.92;71619.35214;conventional
15/12/2019;1.89957266;2587.07;4914.327442;organic
15/12/2019;1.205307543;140979.95;169924.1971;conventional
15/12/2019;1.885511819;6526.7;12306.16999;organic
15/12/2019;1.154173036;62085.77;71657.72165;conventional
15/12/2019;1.704322865;3141.76;5354.573404;organic
15/12/2019;0.890859277;468102.48;417013.4369;conventional
15/12/2019;1.13309384;12616.21;14295.34984;organic
15/12/2019;0.999346111;94021.35;93959.87047;conventional
15/12/2019;1.91347059;2529.81;4840.717033;organic
15/12/2019;1.068096683;29544992.48;31556908.47;conventional
15/12/2019;1.587129971;1194675.71;1896105.625;organic
15/12/2019;1.014709019;5514778.32;5595895.299;conventional
15/12/2019;1.687624423;208995.48;352705.8763;organic
15/12/2019;0.886787388;667616.47;592033.8656;conventional
15/12/2019;1.219513132;21182.13;25831.8857;organic
15/12/2019;0.942363519;81389.43;76698.42966;conventional
15/12/2019;1.749001823;1707.41;2986.263203;organic
22/12/2019;1.247479424;99288.35;123860.1737;conventional
22/12/2019;1.848015605;1931.52;3569.479101;organic
22/12/2019;1.032862331;525261.33;542522.6417;conventional
22/12/2019;2.187164819;13945.12;30500.27586;organic
22/12/2019;1.363025767;652538.19;889426.3669;conventional
22/12/2019;1.64922651;38198.82;62998.50659;organic
22/12/2019;0.884819232;225013.81;199096.5466;conventional
22/12/2019;1.420343355;4842.57;6878.112121;organic
22/12/2019;1.211885472;90155.19;109257.765;conventional
22/12/2019;1.939517392;3148.41;6106.395952;organic
22/12/2019;1.464262913;451562.67;661206.4706;conventional
22/12/2019;1.785835337;17070.34;30484.81639;organic
22/12/2019;1.187410691;135438.5;160821.1229;conventional
22/12/2019;1.511944882;7376.84;11153.37548;organic
22/12/2019;1.265103916;4473988.72;5660060.65;conventional
22/12/2019;1.838008565;230984.03;424550.6255;organic
22/12/2019;1.165090478;224845.87;261965.7822;conventional
22/12/2019;1.843149071;11038.02;20344.71631;organic
22/12/2019;1.032474234;778628.44;803913.8022;conventional
22/12/2019;1.66403235;64567.78;107442.8747;organic
22/12/2019;1.110613077;211647.82;235058.8366;conventional
22/12/2019;1.944702684;8823.44;17158.96745;organic
22/12/2019;1.041752407;164152.98;171006.762;conventional
22/12/2019;1.887536796;5267.87;9943.298462;organic
22/12/2019;0.743275525;1262620.56;938474.9596;conventional
22/12/2019;1.466186246;23488.75;34438.88219;organic
22/12/2019;1.187991301;653159.27;775947.5309;conventional
22/12/2019;1.809428502;31819;57574.20551;organic
22/12/2019;1.191658012;328663.43;391654.4096;conventional
22/12/2019;1.83944807;7940.8;14606.68923;organic
22/12/2019;1.54840674;130673.37;202335.5268;conventional
22/12/2019;1.532634362;3528.66;5408.145568;organic
22/12/2019;1.122054773;2907104.63;3261930.626;conventional
22/12/2019;1.751534541;129094.48;226113.4408;organic
22/12/2019;1.064036061;240778.35;256196.8471;conventional
22/12/2019;1.383207862;12745.36;17629.48216;organic
22/12/2019;1.520743194;231620.69;352235.5879;conventional
22/12/2019;1.626296943;17529.01;28507.37538;organic
22/12/2019;0.794302845;966446.9;767651.5222;conventional
22/12/2019;1.785440472;9417.35;16814.11783;organic
22/12/2019;1.065227777;174517.84;185901.2508;conventional
22/12/2019;1.883124581;3619.93;6816.779164;organic
22/12/2019;0.91032418;155323.7;141394.9198;conventional
22/12/2019;1.340245745;5775.3;7740.321251;organic
22/12/2019;1.080852456;261670.22;282826.8999;conventional
22/12/2019;1.835176729;8690.83;15949.20897;organic
22/12/2019;1.20942371;2096015.83;2534971.241;conventional
22/12/2019;1.798107731;92412.05;166166.8215;organic
22/12/2019;1.115266038;83871.2;93538.70093;conventional
22/12/2019;1.703822815;2947.89;5022.682238;organic
22/12/2019;0.928129025;744767.17;691240.0273;conventional
22/12/2019;1.473403941;21135.85;31141.64469;organic
22/12/2019;1.157612977;2588452.76;2996426.505;conventional
22/12/2019;1.710738458;129898.68;222222.6675;organic
22/12/2019;0.924498248;194344.65;179671.2884;conventional
22/12/2019;1.831698982;7145.74;13088.84468;organic
22/12/2019;1.470254435;1193915.6;1755359.706;conventional
22/12/2019;1.439891518;133188.48;191776.9626;organic
22/12/2019;0.775587383;245594.51;190480.0033;conventional
22/12/2019;1.164371285;4796.78;5585.232892;organic
22/12/2019;1.368630492;3564966.51;4879121.869;conventional
22/12/2019;1.520707697;268479.36;408278.6292;organic
22/12/2019;1.318247972;328760.69;433388.1129;conventional
22/12/2019;2.216691526;9909.09;21965.39583;organic
22/12/2019;0.897210029;410386.65;368203.0181;conventional
22/12/2019;1.233780114;14861.7;18336.06992;organic
22/12/2019;1.126155768;77460.44;87232.5213;conventional
22/12/2019;1.955618201;2453.07;4797.26834;organic
22/12/2019;1.243336593;380740.71;473388.8572;conventional
22/12/2019;1.45044544;35380.91;51318.07957;organic
22/12/2019;0.821508824;1110592.31;912361.3825;conventional
22/12/2019;1.367554803;32559.09;44526.33991;organic
22/12/2019;1.233856719;77670.38;95834.12023;conventional
22/12/2019;1.811633617;3103.37;5622.169418;organic
22/12/2019;1.10528611;1431252.47;1581943.475;conventional
22/12/2019;1.201672118;51644.69;62059.98402;organic
22/12/2019;1.291761567;466270.17;602309.8854;conventional
22/12/2019;1.947803011;26063.58;50766.7196;organic
22/12/2019;1.556933144;60609.04;94364.2232;conventional
22/12/2019;1.741398949;2141.84;3729.797925;organic
22/12/2019;1.139143589;288676.38;328843.8476;conventional
22/12/2019;1.717190486;15460.42;26548.48613;organic
22/12/2019;1.097652858;211922.55;232617.3927;conventional
22/12/2019;1.660360723;9657.83;16035.4816;organic
22/12/2019;1.082058593;117652.33;127306.7147;conventional
22/12/2019;1.952789219;4619.12;9020.167737;organic
22/12/2019;1.354499102;405055.63;548647.4871;conventional
22/12/2019;1.879404035;14598.19;27435.89719;organic
22/12/2019;1.198730778;352968.83;423114.6002;conventional
22/12/2019;1.726731699;26397.21;45580.89927;organic
22/12/2019;1.438878192;634917.29;913568.6423;conventional
22/12/2019;1.9799418;50544.59;100075.3465;organic
22/12/2019;1.464883024;453890.69;664896.7665;conventional
22/12/2019;2.228723042;36067.83;80385.2038;organic
22/12/2019;1.054485462;318387.18;335734.6526;conventional
22/12/2019;1.741564625;12891.43;22451.25845;organic
22/12/2019;0.759267077;5162670.35;3919845.626;conventional
22/12/2019;1.238650671;104619.64;129587.1873;organic
22/12/2019;0.93738577;3810822.29;3572210.587;conventional
22/12/2019;1.50289276;113528.74;170621.5214;organic
22/12/2019;1.216850462;62758.82;76368.09911;conventional
22/12/2019;2.018804466;2616.05;5281.293423;organic
22/12/2019;1.260024839;127418.55;160550.5379;conventional
22/12/2019;2.204130412;5360.24;11814.668;organic
22/12/2019;1.239256374;64943.97;80482.22878;conventional
22/12/2019;1.56509905;2601.07;4070.932186;organic
22/12/2019;0.890478453;464223.65;413381.1577;conventional
22/12/2019;1.131595839;12046.84;13632.15402;organic
22/12/2019;1.044121328;98297.89;102634.9234;conventional
22/12/2019;1.840786337;2692.04;4955.470451;organic
22/12/2019;1.080225964;29208724.41;31552022.48;conventional
22/12/2019;1.634365768;1244018.95;2033181.987;organic
22/12/2019;1.077999635;5269466.69;5680483.168;conventional
22/12/2019;1.806317555;215769.34;389747.9467;organic
22/12/2019;0.90493332;714498.96;646573.916;conventional
22/12/2019;1.344338326;19267.25;25901.70261;organic
22/12/2019;0.956919509;71366.56;68292.05355;conventional
22/12/2019;1.711817841;1816.55;3109.602699;organic
29/12/2019;1.07580715;96724.38;104056.7796;conventional
29/12/2019;2.052865983;1436.77;2949.496258;organic
29/12/2019;0.986676238;557515.17;550086.9706;conventional
29/12/2019;1.825556106;16176.55;29531.19963;organic
29/12/2019;1.247337088;678620.37;846468.3562;conventional
29/12/2019;1.590613797;36111.76;57439.86369;organic
29/12/2019;0.874889041;240388.47;210313.238;conventional
29/12/2019;1.453720247;5116.94;7438.599281;organic
29/12/2019;1.00894561;102466.55;103383.1758;conventional
29/12/2019;1.772186616;3027.67;5365.596252;organic
29/12/2019;1.37498967;424179.78;583242.8157;conventional
29/12/2019;1.93568755;12533.46;24260.86248;organic
29/12/2019;1.191865653;134396.46;160182.5246;conventional
29/12/2019;1.594417389;6003.89;9572.706618;organic
29/12/2019;1.091579916;5380073.65;5872780.343;conventional
29/12/2019;1.809719286;219586.18;397389.3449;organic
29/12/2019;1.067943468;257882.52;275403.9527;conventional
29/12/2019;1.365204047;14473.55;19759.34903;organic
29/12/2019;1.001951202;754496.46;755968.635;conventional
29/12/2019;1.210537253;82885.43;100335.9007;organic
29/12/2019;0.857528932;251136.52;215356.8318;conventional
29/12/2019;1.518979354;11657.85;17708.03346;organic
29/12/2019;0.781670038;216756.52;169432.0772;conventional
29/12/2019;1.667688453;6437.1;10735.07734;organic
29/12/2019;0.688010787;1364644.18;938889.9163;conventional
29/12/2019;1.365838441;22107.22;30194.8909;organic
29/12/2019;1.024642606;789303.05;808753.5341;conventional
29/12/2019;1.669686832;26389.79;44062.68486;organic
29/12/2019;0.921258157;368736.45;339701.4623;conventional
29/12/2019;1.56902032;9934.2;15586.96166;organic
29/12/2019;1.463610943;128067.85;187441.5067;conventional
29/12/2019;1.709113395;3047.46;5208.454707;organic
29/12/2019;0.966000733;3230383.93;3120553.244;conventional
29/12/2019;1.411845134;157782.48;222764.4266;organic
29/12/2019;1.054517729;248478.77;262025.2682;conventional
29/12/2019;1.444107177;11153.35;16106.63278;organic
29/12/2019;1.445440848;234065.78;338328.2395;conventional
29/12/2019;1.971862194;10709.79;21118.23001;organic
29/12/2019;0.716226574;1060345.19;759447.4027;conventional
29/12/2019;1.673059593;11506.12;19250.42444;organic
29/12/2019;0.87817517;201102.61;176603.3187;conventional
29/12/2019;1.432163451;5433.24;7781.287749;organic
29/12/2019;0.867464955;205026.47;177853.2776;conventional
29/12/2019;1.365732491;5615.25;7668.92937;organic
29/12/2019;1.013530962;273172.73;276869.0198;conventional
29/12/2019;1.722916079;10595.15;18254.55429;organic
29/12/2019;1.030880119;2498092.64;2575234.038;conventional
29/12/2019;1.70607621;91974.88;156916.1547;organic
29/12/2019;0.929364542;99077.53;92079.14329;conventional
29/12/2019;1.861030924;3722.51;6927.706225;organic
29/12/2019;0.907384227;882848.49;801082.7947;conventional
29/12/2019;1.565170178;20488.99;32068.75613;organic
29/12/2019;1.020236879;2861040.33;2918938.857;conventional
29/12/2019;1.482850083;146158.03;216730.4469;organic
29/12/2019;0.841208469;213472.38;179574.774;conventional
29/12/2019;1.794428999;9183.32;16478.81572;organic
29/12/2019;1.479415522;1136078.31;1680731.886;conventional
29/12/2019;1.68492668;71438.87;120369.2581;organic
29/12/2019;0.713582959;268062.03;191284.4966;conventional
29/12/2019;1.173693705;4833.87;5673.48279;organic
29/12/2019;1.280710273;3654480.19;4680330.322;conventional
29/12/2019;1.723122683;171935.97;296266.7699;organic
29/12/2019;0.941615714;471199.2;443688.5711;conventional
29/12/2019;2.018658987;9911.74;20008.42303;organic
29/12/2019;0.880614136;507891.81;447256.7074;conventional
29/12/2019;1.245900688;17011.6;21194.76414;organic
29/12/2019;0.982439088;91506.68;89899.73925;conventional
29/12/2019;1.865263031;2452.98;4575.45291;organic
29/12/2019;1.227852731;372780.45;457719.4936;conventional
29/12/2019;1.585251003;25008.74;39645.13017;organic
29/12/2019;0.800941225;1045117.8;837077.931;conventional
29/12/2019;1.400662521;30970.35;43379.00851;organic
29/12/2019;1.015400829;113963.78;115718.9167;conventional
29/12/2019;1.717401905;3892.06;6684.231258;organic
29/12/2019;1.003157774;1634838.18;1640000.629;conventional
29/12/2019;1.3850976;42109.54;58325.82279;organic
29/12/2019;0.983681554;573954.22;564588.1791;conventional
29/12/2019;1.67537015;30476.71;51059.7702;organic
29/12/2019;1.565802288;52321.16;81924.59204;conventional
29/12/2019;2.127260578;1925.36;4095.742426;organic
29/12/2019;1.027536318;317649.56;326396.4593;conventional
29/12/2019;1.283119584;20319.47;26072.30989;organic
29/12/2019;0.872414838;237117.95;206865.2179;conventional
29/12/2019;1.36846558;11096.26;15184.84988;organic
29/12/2019;0.84677113;144162.03;122072.245;conventional
29/12/2019;1.574499931;5417.73;8530.215511;organic
29/12/2019;1.241759179;452519.13;561919.7834;conventional
29/12/2019;1.922253756;14426.69;27731.75904;organic
29/12/2019;0.958712894;496606.37;476102.9302;conventional
29/12/2019;1.709404926;25187.93;43056.37162;organic
29/12/2019;1.263872697;750564.61;948618.1179;conventional
29/12/2019;2.035048167;43720.01;88972.32621;organic
29/12/2019;1.154214671;528365.16;609846.8193;conventional
29/12/2019;1.619863357;63742.61;103254.3182;organic
29/12/2019;0.948368398;384775.79;364909.1996;conventional
29/12/2019;1.53975996;13429.63;20678.40655;organic
29/12/2019;0.711035336;5337891.98;3795429.818;conventional
29/12/2019;1.3842342;81484.05;112793.0088;organic
29/12/2019;0.9009155;4476333.62;4032798.341;conventional
29/12/2019;1.442212229;123222.44;177712.9099;organic
29/12/2019;0.980209744;78573.94;77018.94161;conventional
29/12/2019;1.796502444;2817.29;5061.26837;organic
29/12/2019;1.044828764;153777.19;160670.8314;conventional
29/12/2019;2.214512725;5543.96;12277.16997;organic
29/12/2019;1.172939766;59605.21;69913.32107;conventional
29/12/2019;1.654527966;2430.63;4021.54531;organic
29/12/2019;0.868417048;557836.29;484434.5442;conventional
29/12/2019;1.146794987;13847.62;15880.3812;organic
29/12/2019;0.855666997;120235.59;102881.6262;conventional
29/12/2019;1.592131163;3220.39;5127.283276;organic
29/12/2019;0.976692127;32345290.69;31591390.76;conventional
29/12/2019;1.577547763;1189311.69;1876195.996;organic
29/12/2019;0.958461134;5770248.82;5530559.227;conventional
29/12/2019;1.595791929;247033;394213.2676;organic
29/12/2019;0.878946012;666432.09;585757.8278;conventional
29/12/2019;1.267322207;19553.42;24780.48339;organic
29/12/2019;0.879887299;86801.02;76375.11504;conventional
29/12/2019;1.481322249;2296.32;3401.589907;organic
06/01/2020;1.155100335;161726.12;186809.8954;conventional
06/01/2020;1.761236356;1633.37;2876.750627;organic
06/01/2020;0.941879812;714246.17;672734.0483;conventional
06/01/2020;1.596240148;22687.37;36214.49085;organic
06/01/2020;1.194204178;898091.79;1072504.968;conventional
06/01/2020;1.644069597;43434.08;71408.6504;organic
06/01/2020;0.890458144;317802.99;282990.2606;conventional
06/01/2020;1.39493182;6427.75;8966.273006;organic
06/01/2020;1.172749954;109568.08;128495.9608;conventional
06/01/2020;1.74809361;3816.82;6672.158653;organic
06/01/2020;1.28283728;627254.88;804665.9441;conventional
06/01/2020;1.830830793;23000.62;42110.24335;organic
06/01/2020;1.206804884;172475.35;208144.0947;conventional
06/01/2020;1.611452778;9828.5;15838.16363;organic
06/01/2020;1.184136996;5631757.81;6668772.775;conventional
06/01/2020;1.779791723;251868.12;448272.7953;organic
06/01/2020;1.093798774;303305.05;331754.6918;conventional
06/01/2020;1.375388349;18127.13;24931.8434;organic
06/01/2020;1.194366209;738873.8;882485.8994;conventional
06/01/2020;1.195407135;101856.58;121760.0825;organic
06/01/2020;0.799760896;334958.29;267886.5421;conventional
06/01/2020;1.330193522;16205.8;21556.85018;organic
06/01/2020;0.75956852;263479.57;200130.787;conventional
06/01/2020;1.578967155;10417.24;16448.47981;organic
06/01/2020;0.792646793;1362937;1080327.642;conventional
06/01/2020;1.341334446;27696.88;37150.77919;organic
06/01/2020;1.004121338;942718.54;946603.8017;conventional
06/01/2020;1.603383318;34136.25;54733.49379;organic
06/01/2020;0.849827073;500810.45;425602.2789;conventional
06/01/2020;1.564011291;23506.79;36764.88498;organic
06/01/2020;1.193176475;189671.19;226311.2019;conventional
06/01/2020;1.377461482;6748.26;9295.468221;organic
06/01/2020;0.964466503;3908582.84;3769697.223;conventional
06/01/2020;1.359737473;219305.86;298198.3959;organic
06/01/2020;1.069328152;338849.27;362341.0637;conventional
06/01/2020;1.491056927;11906.91;17753.88063;organic
06/01/2020;1.393854868;338796.19;472232.7187;conventional
06/01/2020;1.962977773;14719.96;28894.9543;organic
06/01/2020;0.788483162;1105048.49;871312.1276;conventional
06/01/2020;1.661454558;12106.18;20113.86794;organic
06/01/2020;0.818686387;272716.11;223268.9668;conventional
06/01/2020;1.39960336;7233.7;10124.31083;organic
06/01/2020;0.927260221;245152.97;227320.5971;conventional
06/01/2020;1.327745427;6444.38;8556.496075;organic
06/01/2020;0.967970421;337690.09;326874.0186;conventional
06/01/2020;1.34587192;14457.81;19458.3605;organic
06/01/2020;1.11764943;2578324.13;2881662.494;conventional
06/01/2020;1.612357637;110201.42;177684.1011;organic
06/01/2020;0.931460216;127816.06;119055.5749;conventional
06/01/2020;1.535145636;5014.73;7698.340875;organic
06/01/2020;0.924404571;1028710.14;950944.3557;conventional
06/01/2020;1.50985593;23988.31;36218.8921;organic
06/01/2020;1.017148323;3636728.38;3699092.173;conventional
06/01/2020;1.436105556;188625.84;270886.6168;organic
06/01/2020;0.859282315;263561.42;226473.6671;conventional
06/01/2020;1.619292848;12889.68;20872.16664;organic
06/01/2020;1.27118046;1971892.85;2506631.66;conventional
06/01/2020;1.582755122;94457.84;149503.6301;organic
06/01/2020;0.886418862;287785.01;255098.0611;conventional
06/01/2020;1.163062091;6492.66;7551.366716;organic
06/01/2020;1.201642223;5569395.33;6692420.585;conventional
06/01/2020;1.655929522;228683.27;378683.378;organic
06/01/2020;0.916955768;635758.39;582962.3228;conventional
06/01/2020;1.830698754;12809.64;23450.59199;organic
06/01/2020;0.890158841;596289.75;530792.5928;conventional
06/01/2020;1.245135066;19386.89;24139.29656;organic
06/01/2020;0.930281874;119886.79;111528.5077;conventional
06/01/2020;1.77387875;3503.12;6214.110127;organic
06/01/2020;1.136013397;597516.62;678786.8853;conventional
06/01/2020;1.576530603;27067.07;42672.06419;organic
06/01/2020;0.794015377;1223246.45;971276.4912;conventional
06/01/2020;1.193591989;39632.66;47305.22548;organic
06/01/2020;1.227429952;94462.8;115946.4701;conventional
06/01/2020;1.605803804;7050;11320.91682;organic
06/01/2020;1.048165899;1973838.16;2068909.849;conventional
06/01/2020;1.474596406;43310.59;63865.64036;organic
06/01/2020;1.012243973;757149.81;766420.3318;conventional
06/01/2020;1.640623588;37800.87;62016.99897;organic
06/01/2020;1.444262222;79229.89;114428.737;conventional
06/01/2020;1.87826129;3415.06;6414.375001;organic
06/01/2020;1.078885092;386022.6;416474.0283;conventional
06/01/2020;1.271940303;24241.11;30833.2448;organic
06/01/2020;0.874102943;313353.78;273903.4613;conventional
06/01/2020;1.284818535;17075.25;21938.59769;organic
06/01/2020;0.826760234;189688.94;156827.2724;conventional
06/01/2020;1.362870184;7992.12;10892.22205;organic
06/01/2020;1.198342937;518070.27;620825.8489;conventional
06/01/2020;1.898469943;15189.18;28836.20169;organic
06/01/2020;1.159394983;434946.03;504274.2451;conventional
06/01/2020;1.666397725;24436.99;40721.74454;organic
06/01/2020;1.418041234;840536.14;1191914.905;conventional
06/01/2020;2.113329168;55952.46;118245.9657;organic
06/01/2020;1.304621244;590003.81;769731.5046;conventional
06/01/2020;1.582186483;84394.52;133527.8688;organic
06/01/2020;0.990154065;441134.25;436790.8708;conventional
06/01/2020;1.458398784;18327.95;26729.45999;organic
06/01/2020;0.816119675;5349861.91;4366127.563;conventional
06/01/2020;1.39591179;92341.69;128900.8538;organic
06/01/2020;0.917904854;5303741.29;4868329.874;conventional
06/01/2020;1.38768294;149964.85;208103.6639;organic
06/01/2020;1.044824827;82872.49;86587.23503;conventional
06/01/2020;1.773774764;3564.41;6322.460507;organic
06/01/2020;1.10550027;193724.02;214161.9564;conventional
06/01/2020;2.186647879;6609.73;14453.15209;organic
06/01/2020;1.228421942;90752.67;111482.5711;conventional
06/01/2020;1.575694932;3207.5;5054.041494;organic
